,comment_text,AMBIENCE#GENERAL,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE_OPTIONS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE_OPTIONS,LOCATION#GENERAL,RESTAURANT#GENERAL,RESTAURANT#MISCELLANEOUS,RESTAURANT#PRICES,SERVICE#GENERAL
1585,"Estube ayer dia 22 de febrero en el restaurante bal d’osera y mi sorpresa fue que primero se disculpan porque aun no tienen percheros, luego las mesas tambien te dicen que son provisonales (que no hubieran abierto aun, si no podian) porque el precio desde luego no lo han bajado.",1,0,0,0,0,0,0,0,0,0,0,0
1586,"Para mi con esta reforma a perdido encanto, pues estas cenando sin privacidad, viendo y oyendo a la gente que hay en la barra del bar.",1,0,0,0,0,0,0,0,0,0,0,0
1587,Con lo cual en el comedor tienes que levantar mas la voz para oirte y se forma un ambiente que no lo que se espera de una estrella michelin. ,1,0,0,0,0,0,0,0,0,0,0,0
1588,"Yo estube el dia 6-12-08 y la verdad muy bien;el ambiente es un poco fasion las paredes toralmente blancas,las sillas muy modernas pero comodas y sin ningun cuadro.",1,0,0,0,0,0,0,0,0,0,0,0
1589,"Pedimos al a carta y de aperitivo nos sacaron una cucharita de brandada de bacalao con un chupito de caldo de ardo y espuma de almendras,la verdad estaba muy delicado.",0,0,0,0,0,0,1,0,0,0,0,0
1590,"de primero cogimos un risoto de hongos trufa y un super medallon de foie fresco pasado por la plancha y unas borrajas con centollo estaban las dos cosas muy buenas y cocidas al dente.de segundo la merluza a la plancha con juliana de sepia y un solomillo de ternasco al azafran,l amerluza estaba poco hecha por dentro pero caliente y el solomillo poco hecho tambien y con muy poca salsa;y d epostre una seleccion de chocolates en texturas con zumo de naranja reducido y un merenge con helado de chocolate blanco y fresas;muy bueno todo,dos cafes y una botella de agua por 123 euros. ",0,0,0,0,0,1,0,0,0,0,0,0
1591,Esta reserva fue un acierto.,0,0,0,0,0,0,0,0,0,1,0,0
1592,La relación calidad precio es muy buena.,0,0,0,0,1,0,0,0,0,0,0,0
1593,El servicio excelente.,0,0,0,0,0,0,0,0,0,0,0,1
1594,Raciones grandes.,0,0,0,0,0,0,1,0,0,0,0,0
1595,"Los camareros son atentos y muy amables, el menú calçotada es interminable!",0,0,0,0,0,0,1,0,0,0,0,1
1596,"Lo mejor, las alcachofas a la brasa (estaban de lujo) y los calçots con tejas, buenísimos!",0,0,0,0,0,1,0,0,0,0,0,0
1597,La salsa estaba muy buena también.,0,0,0,0,0,1,0,0,0,0,0,0
1598,Tuvieron un detalle al cambiarme la parrillada de carne por una parrillada de verduras (opción vegetariana).,0,0,0,0,0,0,1,0,0,0,0,0
1599,¡Repetiré seguro!,0,0,0,0,0,0,0,0,1,0,0,0
1600,"La comida bastante bien (calidad y cantidad), aunque tardó en ser servida (es cierto que estaba lleno, el local, pero... hay que preveerlo teniendo más personal o cogiendo menos servicios).",0,0,0,0,0,1,1,0,0,0,0,1
1601,"El lugar, más agradable de lo que parecía, aunque con la música excesivamente alta (difícil conversar, por el volúmen de la música y la cantidad de comensales).",1,0,0,0,0,0,0,0,0,0,0,0
1602,Algo caro para el conjunto del restaurante.,0,0,0,0,0,0,0,0,0,0,1,0
1603,"Pero correcto, digno, bien.",0,0,0,0,0,0,0,0,1,0,0,0
1604,"Interior genial, comida de calidad.",1,0,0,0,0,1,0,0,0,0,0,0
1605,Servicio atento y rápido.,0,0,0,0,0,0,0,0,0,0,0,1
1606,MUY RECOMENDABLE,0,0,0,0,0,0,0,0,1,0,0,0
1607,La calçotada estuvo bien pero en cuanto a la carne estaba algo escasa o mejorable en calidad sin alterar el numero de piezas.,0,0,0,0,0,1,0,0,0,0,0,0
1608,"Genial, un sitio estupendo y magnífica atención",0,0,0,0,0,0,0,0,1,0,0,1
1609,El menú calçotada magnífico,0,0,0,0,0,0,1,0,0,0,0,0
1610,"Comida - 6.5 ( el plato principal, los calsots, costaban de pelar debido a que la raíz no estaba cortada y su calidad no era muy buena.",0,0,0,0,0,1,1,0,0,0,0,0
1611,La salsa romesco estaba muy buena.,0,0,0,0,0,1,0,0,0,0,0,0
1612,La carne y butifarra también estaba muy bien.,0,0,0,0,0,1,0,0,0,0,0,0
1613,El postre también nos gustó).,0,0,0,0,0,1,0,0,0,0,0,0
1614,"Servicio - 4 (Nos sentimos un poco invisibles por el personal, simplemente se dedicaron a servir la comida.",0,0,0,0,0,0,0,0,0,0,0,1
1615,"todo bien?
-	, ""os a gustado?""...",0,0,0,0,0,0,0,0,0,0,0,0
1616,son típicas preguntas que encontré a faltar para una atención.,0,0,0,0,0,0,0,0,0,0,0,1
1617,"Nos dieron la opción de repetir calsots, siempre es un detalle que se agradece pero no suficiente para aprobar el servicio. )",0,0,0,0,0,0,1,0,0,0,0,0
1618,"Ambiente - 9 ( bueno para comer una calsotada en pareja y tranquilo, que fue el caso)",1,0,0,0,0,0,0,0,0,0,0,0
1619,"calidad-precio - 7 ( el producto calsot se puede mejorar, la carne muy correcta y el postre también ) .",0,0,0,0,0,1,0,0,0,0,0,0
1620,Apruebo el restaurante pero si mejoran la calidad del calsot es recomendable 100% para hacer una calsotada en pleno centro de Barcelona.,0,0,0,0,0,1,0,0,1,0,0,0
1621,Cenamos muy bien...calidad precio razonable.,0,0,0,0,1,0,0,0,1,0,0,0
1622,El servicio excelente...aunque no nos gustó como el jefe de sala le presionaba a los camareros..no se merecen ese trato ..y menos delante de los clientes.,0,0,0,0,0,0,0,0,0,0,0,1
1623,En general salimos satisfechos..sin duda ..volveremos,0,0,0,0,0,0,0,0,1,0,0,0
1624,Al principio nos parecieron un poco bruscos y habiendo reservado nos iban a dar la peor mesa del restaurante.,0,0,0,0,0,0,0,0,0,0,0,1
1625,Pero pedimos que nos cambiasen y a partir de ahí todo fenomenal.,0,0,0,0,0,0,0,0,1,0,0,0
1626,Buena atención y ambiente.,1,0,0,0,0,0,0,0,0,0,0,1
1627,Comida excelente aunque tuvimos que pedir varias veces lo mismo por falta de coordinación en el servicio.,0,0,0,0,0,1,0,0,0,0,0,1
1628,Muy bien en general.,0,0,0,0,0,0,0,0,1,0,0,0
1629,"Ambiente muy bueno, el local muy agradable y bonito.",1,0,0,0,0,0,0,0,0,0,0,0
1630,Los calçots buenisimos,0,0,0,0,0,1,0,0,0,0,0,0
1631,Excelente.,0,0,0,0,0,0,0,0,1,0,0,0
1632,Precio y calidad adecuados.,0,0,0,0,0,1,0,0,0,0,1,0
1633,Servicio rápido y eficiente.,0,0,0,0,0,0,0,0,0,0,0,1
1634,El ambiente muy acogedor.,0,0,0,0,0,0,0,0,0,0,0,1
1635,"Nos gustó mucho, porque aunque estuviera lleno la atención fué inmejorable y rápida.",0,0,0,0,0,0,0,0,1,0,0,1
1636,"También valoro su localización, para los que no tenemos coche se llega muy facilmente ya que es muy céntrico.",0,0,0,0,0,0,0,1,0,0,0,0
1637,¡¡Felicidades!!,0,0,0,0,0,0,0,0,1,0,0,0
1638,Un restaurante de ambiente moderno donde la comida está en su ounto y el trato es muy amable.,1,0,0,0,0,1,0,0,0,0,0,1
1639,"Lo mejor decision, comer por alli!",0,0,0,0,0,0,0,0,1,0,0,0
1640,correcto,0,0,0,0,0,0,0,0,1,0,0,0
1641,"Comimos muy bien toda la familia, el entrecot espectacular.",0,0,0,0,0,1,0,0,1,0,0,0
1642,La presentación de todos los platos muy buena.,0,0,0,0,0,0,1,0,0,0,0,0
1643,Una experiencia muy satisfactoria.,0,0,0,0,0,0,0,0,1,0,0,0
1644,El personal y sevicio es intachable.,0,0,0,0,0,0,0,0,0,0,0,1
1645,"Servicio correcto, buena relación calidad-precio",0,0,0,0,1,0,0,0,0,0,0,1
1646,Muy buena comida y relación calidad-precio.,0,0,0,0,1,1,0,0,0,0,0,0
1647,Servicio amable,0,0,0,0,0,0,0,0,0,0,0,1
1648,Muy buena comida y relación calidad-precio.,0,0,0,0,1,1,0,0,0,0,0,0
1649,Servicio amable,0,0,0,0,0,0,0,0,0,0,0,1
1650,Muy buena brasa,0,0,0,0,0,1,0,0,0,0,0,0
1651,Estaría bien mejorar la calidad del vino.,0,0,1,0,0,0,0,0,0,0,0,0
1652,Servicio excelente y al detalle junto a un buen equilibrio entre calidad-precio.,0,0,0,0,1,0,0,0,0,0,0,1
1653,El menú carçot fue un acierto.,0,0,0,0,0,1,0,0,0,0,0,0
1654,"Muy correcta la atención, muy rápido el servicio.",0,0,0,0,0,0,0,0,0,0,0,1
1655,Local de ambiente agradable.,1,0,0,0,0,0,0,0,0,0,0,0
1656,Éramos una familia celebrando cumpleaños.,0,0,0,0,0,0,0,0,0,0,0,0
1657,Repetiría.,0,0,0,0,0,0,0,0,1,0,0,0
1658,"bueno, calidad precio",0,0,0,0,0,0,0,0,1,0,1,0
1659,"Comimos calçots con mis amigos extranjeros, por la noche y en Barcelona... no parecia la mejor manera de introducir este evento tipico catalan a mis amigos, pero en Balmes/Rossello comimos una calçotada digna de la mejor masia.",0,0,0,0,0,1,0,0,0,0,0,0
1660,"servicio estupendo, brasas de verdad, con alcachofas y parriladas.",0,0,0,0,0,1,0,0,0,0,0,1
1661,La salsa romesco estaba increible y no con demasiado ajo que te repite toda la noche como en algunos sitios!,0,0,0,0,0,1,0,0,0,0,0,0
1662,Super recomendable!!,0,0,0,0,0,0,0,0,1,0,0,0
1663,"Comida abundante, buena relación calidad-precio si pides entrante+segundo se puede cenar por unos 12 euros",0,0,0,0,1,0,1,0,0,0,0,0
1664,"Fuimos 3 amigos a comer una calçotada y todos nos decian que las calçotadas en la ciudad no estaban buenas, que habia que ir a las afueras, sin embargo nos encanto, todo muy bueno, el trato estupendo, nos enseñaron a comer los calçots, y muy bien de precio, lo recomiendo sin duda.",0,0,0,0,0,1,0,0,1,0,1,1
1665,"La comida fue decente, las bravas nada picantes y el servicio pobre en atencion.",0,0,0,0,0,1,0,0,0,0,0,1
1666,"El Rte Balmes- Rosello nos encanto por si servicio, localizacion, aseo y confort.",1,0,0,0,0,0,0,1,0,0,0,1
1667,Todo exterior y luminoso con accesos faciles.,0,0,0,0,0,0,0,0,0,1,0,0
1668,Felicitar desde aqii a la direccion.,0,0,0,0,0,0,0,0,1,0,0,0
1669,Precio- calidad: excelente.,0,0,0,0,0,0,0,0,0,0,1,0
1670,Repetiremis,0,0,0,0,0,0,0,0,1,0,0,0
1671,"Todo muy correcto: relación calidad-precio, la facilidad para combinar menú calçotada con carta, servicio amable y la cocina muy bien.",0,0,0,0,0,1,1,0,1,0,1,1
1672,El comensal más joven de la mesa (20 años) aseguró que volvería por su cuenta.,0,0,0,0,0,0,0,0,1,0,0,0
1673,Menú calçotada recomendable por su relación calidad-precio.,0,0,0,0,1,1,0,0,0,0,0,0
1674,"Si lo mantienen, el próximo año repetiremos!",0,0,0,0,0,0,0,0,1,0,0,0
1675,"Fui con unos amigos mejicanos y tengo que decir que es raro hacer una calçotada en el centro de Barcelona, pero la experiencia fue excelente, nos ofrecieron más una vez terminados.",0,0,0,0,0,0,1,0,1,0,0,0
1676,Realmente la comida exquisita y todo muy bien.,0,0,0,0,0,1,0,0,0,0,0,0
1677,Muy recomendable.,0,0,0,0,0,0,0,0,1,0,0,0
1678,Fuimos a comer una calçotada y no hubo queja.,0,0,0,0,0,1,0,0,0,0,0,0
1679,"Muy buena la comida, un local muy bien decorado y un excelente servicio.",1,0,0,0,0,1,0,0,0,0,0,1
1680,Lo recomiendo.,0,0,0,0,0,0,0,0,1,0,0,0
1681,El trato fue genial por parte de todo el equipo pero en general tuvimos la suerte de que el Sr. Jose pusiera parte de su colaboracion en el menu eligido.,0,0,0,0,0,0,0,0,0,0,0,1
1682,Volveremos seguro,0,0,0,0,0,0,0,0,1,0,0,0
1683,Supero nuestras expectativas y el precio estuvo bien,0,0,0,0,0,0,0,0,1,0,1,0
1684,Restaurante para no tirar cohetes pero en general sales satisfecho.,0,0,0,0,0,0,0,0,0,0,0,0
1685,Muy buena comida y servicio rapido,0,0,0,0,0,1,0,0,0,0,0,1
1686,Comimos dos menus calçotades muy buenos!,0,0,0,0,0,1,0,0,0,0,0,0
1687,Los camareros muy majos y constantemente pendientes que no nos faltara de nada!,0,0,0,0,0,0,0,0,0,0,0,1
1688,Lo unico que me parecio raro es que de postre no tenian la crema catalana!,0,0,0,0,0,0,1,0,0,0,0,0
1689,:( pero por lo demas lo recomiendo totalmente!,0,0,0,0,0,0,0,0,1,0,0,0
1690,Hacía tiempo no me encontraba con una experiencia en la que no fallara nada y así ha sido.,0,0,0,0,0,0,0,0,0,0,0,0
1691,"Fui con mi mujer y mis suegros y todos quedaron encantados: servicio, velocidad, puntos de cocción, raciones, calidad/precio,  Solo dos peros: el vino de la casa tenía un punto de rancidumbre y que nos podrían haber puesto en un punto más céntrico del salón.",0,0,1,0,0,1,1,0,1,1,1,1
1692,"Totalmente recomendable para una comida distendida, con aroma a brasa.",0,0,0,0,0,0,0,0,1,0,0,0
1693,"Una amplia carta, comida rica y con buena calidad precio, servicio correcto y atento y ambiente muy animado, lo recomiendo para culquier ocasión...",1,0,0,0,1,1,1,0,1,0,0,1
1694,"Realmente me sorprendio porque no habia ido nunca, eramos un grupo de 20 personas y fue genial, sitio muy acogedor, decoracion moderna, comida de calidad buena... Y un precio economico para ser Barcelona.",1,0,0,0,0,1,0,0,1,0,1,0
1695,Totalmente recomendable.,0,0,0,0,0,0,0,0,1,0,0,0
1696,El servicio muy bueno tambien!,0,0,0,0,0,0,0,0,0,0,0,1
1697,Muy atentos.,0,0,0,0,0,0,0,0,0,0,0,1
1698,Buen servicio,0,0,0,0,0,0,0,0,0,0,0,1
1699,Buena calidad precio,0,0,0,0,0,0,0,0,0,0,0,0
1700,"Camareros atentos, comida abundante y buenisima.",0,0,0,0,0,1,1,0,0,0,0,1
1701,Ambiente genial!,1,0,0,0,0,0,0,0,0,0,0,0
1702,Buenisimo!!,0,0,0,0,0,1,0,0,0,0,0,0
1703,Mucha comida!,0,0,0,0,0,0,1,0,0,0,0,0
1704,"Excelente relacion calidad/precio, raciones muy completas y ambiente muy agradable.",1,0,0,0,0,0,1,0,0,0,1,0
1705,El servicio perfecto.,0,0,0,0,0,0,0,0,0,0,0,1
1706,"Menú calçotada muy bien, dejando repetir, buena relación calidad-precio-calidad.",0,0,0,0,0,0,0,0,0,0,0,0
1707,Perfecto calidad-precio.,0,0,0,0,0,0,0,0,0,0,1,0
1708,Todo muy correcto.,0,0,0,0,0,0,0,0,1,0,0,0
1709,"Pedimos el menú calçotada, y los calçots dejaron muchísimo que desear.",0,0,0,0,0,1,0,0,0,0,0,0
1710,Eran muy pequeños en tamaño y algunos vacíos... ,0,0,0,0,0,1,1,0,0,0,0,0
1711,Los hemos probado infinitamente mejores en otros restaurantes... ,0,0,0,0,0,0,0,0,0,0,0,0
1712,No volveré por eso.,0,0,0,0,0,0,0,0,1,0,0,0
1713,La parrillada algo escasa...,0,0,0,0,0,0,1,0,0,0,0,0
1714,Fuimos 2 personas a tomar el menú de calçotada y la verdad es que el servicio fue bueno y la comida también.,0,0,0,0,0,1,0,0,0,0,0,1
1715,Nos gusto.,0,0,0,0,0,0,0,0,1,0,0,0
1716,Comimos muy bien.,0,0,0,0,0,0,0,0,1,0,0,0
1717,Calidad y cantidad.,0,0,0,0,0,1,1,0,0,0,0,0
1718,Éramos 3 adultos.,0,0,0,0,0,0,0,0,0,0,0,0
1719,Reserva calçotada.,0,0,0,0,0,0,0,0,0,0,0,0
1720,Al llegar nos cambiaron a una mesa mejor que la que habían reservado inicialmente para que estuviéramos más tranquilos.,0,0,0,0,0,0,0,0,0,0,0,1
1721,Muy buen trato y nos pusieron extra de calçots sin cobrarlo.,0,0,0,0,0,0,0,0,0,0,0,1
1722,Muy buen recuerdo.,0,0,0,0,0,0,0,0,1,0,0,0
1723,Perfecto.,0,0,0,0,0,0,0,0,1,0,0,0
1724,"La 1ª vez que visito este local, promociondo por la web.",0,0,0,0,0,0,0,0,0,0,0,0
1725,"Atendiendo a la promoción, a mi juicio, ligeramente engañosa, en cuanto al precio de la carta ya que supera la media de 20-30 euros como se anuncia, sin realizar ningún exceso.",0,0,0,0,0,0,0,0,0,1,1,0
1726,"3 personas, 4 raciones de entrantes y dos segundos, junto a un postre y 2 cafés, bebidas, agua para dos y una copa de vino, el total, supera los 30 por persona.",0,0,0,0,0,0,0,0,0,0,0,0
1727,"Nos gustó mucho el lugar, muy biuen ambiente, tranquilo, muy buen servicio.",1,0,0,0,0,0,0,0,1,0,0,1
1728,Volveremos seguro!,0,0,0,0,0,0,0,0,1,0,0,0
1729,"Muy agradable, buena relación calidad precio y buena cocina.",1,0,0,0,0,1,0,0,0,0,1,0
1730,Repetiremos seguro.,0,0,0,0,0,0,0,0,1,0,0,0
1731,"Buen ambiente, buena comida, un sitio recomendable.",1,0,0,0,0,1,0,0,1,0,0,0
1732,"La verdad es que todo estuvo muy bien, servicio atento y todo según lo esperado.",0,0,0,0,0,0,0,0,1,0,0,1
1733,"Por poner alguna pega, la salsa de los calçots no era puramente romesco, pero estaba bien.",0,0,0,0,0,1,0,0,0,0,0,0
1734,Seguramente repetiremos.,0,0,0,0,0,0,0,0,1,0,0,0
1735,"Comida buena, servicio muy bueno, atención al cliente excelente.",0,0,0,0,0,1,0,0,0,0,0,1
1736,Fuimos por la calçota y todo genial pero la salsa nos defraudó bastante sabia mucho a tomate.,0,0,0,0,0,1,0,0,1,0,0,0
1737,"El Pan con tomate te lo sirven ya untado y tampoco nos convencio, algunos tenían demasiado tomate y personalmente me gusta hacermelo con un poco de ajo untado.",0,0,0,0,0,1,0,0,0,0,0,0
1738,"Lo temas todo muy bien, el precio muy correcto.",0,0,0,0,0,0,0,0,1,0,1,0
1739,"Servicio muy bueno, quedamos contentos de la calçotada.",0,0,0,0,0,1,0,0,0,0,0,1
1740,Personal de sala muy atento y alimentos de calidad y bien cocinados.,0,0,0,0,0,1,0,0,0,0,0,1
1741,"Sitio agradable aunque le falta un ""algo""",0,0,0,0,0,0,0,0,1,0,0,0
1742,Hemos ido mi pareja y yo con intención de cenar allí y al final solo hemos tomado dos raciones.,0,0,0,0,0,0,0,0,0,0,0,0
1743,Al servicio le falta bastante educacion.,0,0,0,0,0,0,0,0,0,0,0,1
1744,Hemos pedido una ración de mejillones al vapor que estaban sin limpiar y una ración de gambas en la que ni siquiera nos han puesto cubiertos.,0,0,0,0,0,0,1,0,0,0,0,0
1745,Las gambas estaban buenas pero caras.,0,0,0,0,1,0,0,0,0,0,0,0
1746,"No volveremos, nos quedamos con “La Casa de Mar”. ",0,0,0,0,0,0,0,0,1,0,0,0
1747,"He estado varias veces,el trato profesional y muy amable, en cuanto al producto, muy bien en calidad y cantidad, sin sorpresas ",0,0,0,0,0,1,0,0,0,0,0,1
1748,"Es un sitio correcto, sin mas.",0,0,0,0,0,0,0,0,1,0,0,0
1749,para donde esta el precio es estable y no te das un susto.. ,0,0,0,0,0,0,0,0,0,0,1,0
1750,El sabado dia 15 de junio estuvimos en este restarante a cenar recordando dias buenos y malos al final del mangrullo.,0,0,0,0,0,0,0,0,0,0,0,0
1751,"Trato correcto,la comida lamentablemente mal desde un balalao gratinado crudo hasta una carrillera de vacuno recalentada en microondas y que se paso de calentamiento hasta quedar seca en las partes mas delgadas.",0,0,0,0,0,1,1,0,0,0,0,1
1752,"Hasta nunca amigos,que tengan suerte la necesitaran. ",0,0,0,0,0,0,0,0,1,0,0,0
1753,estuve entre semana y elegi un menu diario ejecutivo.,0,0,0,0,0,0,0,0,0,0,0,0
1754,Primer plato simplon estilo cuartelero.,0,0,0,0,0,1,0,0,0,0,0,0
1755,El segundo besugo salsa que solo contenia la cabeza.,0,0,0,0,0,0,1,0,0,0,0,0
1756,"Devolucion a cocina,amabilidad de camarera,requerimiento de cuenta y adios.",0,0,0,0,0,0,0,0,0,0,0,1
1757,Espero que con la carta su trabajo sea mas satisfactorio.,0,0,0,0,0,0,0,0,0,0,0,0
1758,Mal sabor de boca tras haber leido las criticas sobre todo por salir sin comer.,0,0,0,0,0,0,1,0,0,0,0,0
1759,Hay muchisimos menus del dia en Zaragoza que no tienen comparacion con este.,0,0,0,0,0,0,0,0,0,0,0,0
1760,Desde luego un desastre.,0,0,0,0,0,0,0,0,1,0,0,0
1761,para no volver ,0,0,0,0,0,0,0,0,1,0,0,0
1762,"No pude comentar, pero la verdad muy buen sitio, con platos contundentes.",0,0,0,0,0,1,0,0,1,0,0,0
1763,"Nos sirvieron un aperitivo, tostadas con tomate.",0,0,0,0,0,0,0,0,0,0,0,0
1764,"De primero teníamos una ensalada rosa, que estaba muy bien para compartir, para comer luego una guindillas (algunas picaban) y posteriormente huevos con foie.",0,0,0,0,0,1,0,0,0,0,0,0
1765,"Y ya de plato principal comimos bacalao con ali-oli, que no me lo pude terminar, porque estaba llenísimo.",0,0,0,0,0,0,0,0,0,0,0,0
1766,"Y el postre un sorbete, porque estaba llenísimo.",0,0,0,0,0,0,0,0,0,0,0,0
1767,"Para volver, sin duda. ",0,0,0,0,0,0,0,0,1,0,0,0
1768,Hola.,0,0,0,0,0,0,0,0,0,0,0,0
1769,Estuve en el restaurante el 12-9-2009.,0,0,0,0,0,0,0,0,0,0,0,0
1770,El sitio no es de los que deslumbra con su decoración de lujo  pero tiene esa sobriedad de los sitios que saben que no les hace falta.,0,0,0,0,0,0,0,0,0,1,0,0
1771,"Las posibilidades en el restaurante son fundamentalmente tres; carta normal, menú degustacion y una opción intermedia que es una selección de primeros y postres y carta para el segundo.",0,0,0,0,0,0,0,0,0,0,0,0
1772,"Esta fue nuestra opción.Aparte de la comida pedida la casa invita a tres pequeños aperitivos en los cuales me gusto sobre manera el paté de anchoas. Los primeros elección del chef fueron un carpa-chio de pulpo, un bizcocho de setas pecs, unos langostinos y un canelos de perdiz escabechada.",0,0,0,0,0,1,0,0,0,0,0,0
1773,En general a un gran nivel todos los platos que fueron individuales así que da igual el numero de personas de la mesa los entrantes serán los mismos.,0,0,0,0,0,1,0,0,0,0,0,0
1774,"Los segundos de la mesa fueron un solomillo, una presa ibérica, un canelos de ternasco y un rape.",0,0,0,0,0,0,0,0,0,0,0,0
1775,"Tanto el solomillos ( mas que generoso el trozo ) como la presa, que son los dos únicos que probé tenían un toque perfecto de cocina ( según se pidió ) y por el resto de los comensales los demás platos tenían un gran nivel, siendo posible que el canelon de ternasco no fuera tan generosa la ración como en el resto de platos.",0,0,0,0,0,1,1,0,0,0,0,0
1776,"Los postres volvieron a ser una degustacion de diferentes tipos de postres que también tenían el nivel muy alto, acorde con el resto de la cena.",0,0,0,0,0,1,0,0,0,0,0,0
1777,Pero donde si que destaca este restaurante es sin duda en su EXTENSISIMA bodega con unos abanicos de precios mas que accesible para cualquier bolsillo ya que hay innumerables vinos que no pasan de los 20 euros aunque desde luego si buscamos algo mas de nivel desde luego el sitio y sobre todo su sumiller responden con gran eficacia y nivel.,0,1,0,0,0,0,0,0,0,0,0,0
1778,"Y no solo es la gran variedad de vinos de mesa ( tinto, blanco o cava ) si no que tiene una aun mas amplia variedad de vinos de otros tipos  ( olorosos , amontillados, PX , oportos, …) sin olvidar los coñac y otros licores incluyendo su carta de puros.",0,0,0,1,0,0,0,0,0,0,0,0
1779,"Desde luego un sitio que con moderación en la bebida sale por unos 55 euros por persona, pero que si te quieres dar un homenaje en la elección de la bebida tienes lo que quieras para poder pedir. ",0,0,0,0,0,0,0,0,0,0,0,0
1780,"La cena estaba buenisima, es un menú muy, muy recomendable,  en el que destacaria el bacalao realmente gustoso y en su punto,y el postre.",0,0,0,0,0,1,0,0,0,0,0,0
1781,"Nos atendieron fenomenal a pesar de nuestra pequeña “faena” al restaurantem ya que de diez personas que ibamos a ser, tuvimos por motivos de salúd 4 bajas y solo fuimos 6.",0,0,0,0,0,0,0,0,0,0,0,1
1782,PAra recomendar y repetir ,0,0,0,0,0,0,0,0,1,0,0,0
1783,Estuvimos cenando un sábado en enero y nos decepcionó bastante.,0,0,0,0,0,0,0,0,1,0,0,0
1784,"Elegimos un menú cerrado y cuando iban a empezar a servir, nos avisaron de que cambiaban el arroz negro caldoso con sepia por un arroz caldoso con chorizo (¡!).",0,0,0,0,0,0,0,0,0,0,0,0
1785,"Aunque advertimos de q a una persona el chorizo no le gustaba, dijeron q sólo era un “sutil aroma a chorizo” y no resultó así (sabía a patatas a la riojana).",0,0,0,0,0,0,0,0,0,0,0,0
1786,"Creo q cuando se va a un restaurante de ese nivel y hay un cambio en el menú, se debe advertir al presentar la carta, y q si se hace después, se deben dar opciones para cambiar de plato si a algún comensal no le gusta.",0,0,0,0,0,0,0,0,0,0,0,0
1787,El resto de platos no nos parecieron dignos de un restaurante de nivel.,0,0,0,0,0,1,0,0,0,0,0,0
1788,Había sabores q debían ser secundarios y restaban calidad al plato.,0,0,0,0,0,0,0,0,0,0,0,0
1789,"Me refiero a la pincelada de mostaza q acompañaba a la carrillera, que lejos de ser una pincelada, era mucha cantidad y cuando se juntaba con la carrillera y la patata mataba el sabor de estos ingredientes, q eran los protagonistas del plato.",0,0,0,0,0,0,1,0,0,0,0,0
1790,Uy!,0,0,0,0,0,0,0,0,0,0,0,0
1791,Y poner “piedras” de esas q venden en tiendas turísticas como acompañamiento al café… ¡¡no tiene nombre!! ,0,0,0,0,0,0,0,0,0,0,0,0
1792,Genial!!,0,0,0,0,0,0,0,0,1,0,0,0
1793,Todo estuvo muy bien ,0,0,0,0,0,0,0,0,1,0,0,0
1794,"Bien, todo correcto. ",0,0,0,0,0,0,0,0,1,0,0,0
1795,"Ambiente agradable,servicio bueno y la relacion calidad precio buena.Buena elwccion. ",1,0,0,0,1,0,0,0,0,0,0,1
1796,Una muy buena atención y una estupenda selección y preparación en los platos.,0,0,0,0,0,1,0,0,0,0,0,1
1797,Excelente.,0,0,0,0,0,0,0,0,1,0,0,0
1798,Para repetir en otra buena ocasión que lo merezca. ,0,0,0,0,0,0,0,0,1,0,0,0
1799,Fuimos a cenar en Agosto a la Matilde.,0,0,0,0,0,0,0,0,0,0,0,0
1800,Era jueves por la noche y eramos los unicos clientes del restaurante.,0,0,0,0,0,0,0,0,0,0,0,0
1801,Elegimos la opcion del menu cerrado más economico para 4 personas y decir que la calidad-precio de lo que obtuvimos fue deficiente.El menu consistió en un aperitivo de crema de anochas que estaba realmente conseguido.,0,0,0,0,1,0,0,0,0,0,0,0
1802,Seguimos con un entrante de melon con jamon realmente diferente con helado que fue el mejor plato de la cena.,0,0,0,0,0,1,0,0,0,0,0,0
1803,A continuación pasamos a una dorada que estaba buena pero que era realmente escasa en cantidades.,0,0,0,0,0,0,1,0,0,0,0,0
1804,No seria ni una dorada pequeña para los 4.,0,0,0,0,0,0,0,0,0,0,0,0
1805,Despues nos pusieron 3 albondigas de pollo de corral que fue sin duda el peor plato.,0,0,0,0,0,1,0,0,0,0,0,0
1806,La salsa era un chilindron con cierto sabor a agarrado y las albondigas no dejaban de ser eso…albondigas.,0,0,0,0,0,1,0,0,0,0,0,0
1807,Un plato asi como principal en un menu de 25 euros no parece normal.,0,0,0,0,1,0,0,0,0,0,0,0
1808,"Como aperitivo quizá, pero no como el segundo de carne.",0,0,0,0,0,0,0,0,0,0,0,0
1809,Por último el postre fue un chocolate blanco a la canela con helado de platano casero y mousse de galleta que era simplemente correcto.,0,0,0,0,0,1,0,0,0,0,0,0
1810,"En resumen, calidad-precio para un menu de 25e deficiente y dudo mucho que volvamos a probar menus más caros. ",0,0,0,0,1,0,0,0,1,0,0,0
1811,Uno de los mejores de Zaragoza.,0,0,0,0,0,0,0,0,1,0,0,0
1812,"Tanto por su historia, como por su cocina y su bodega.",0,0,1,0,0,1,0,0,0,0,0,0
1813,Servicio profesional y cercano.,0,0,0,0,0,0,0,0,0,0,0,1
