HS,CN
Gure mendebaldeko zibilizazioak islamaren ondorioz suntsitua izateko arriskua du.,Benetako mehatxua honelako iruzkin zatitzaileak direla esango nuke.
Islama erlijioa dela pentsarazten digute gure kultura tolerantean bere doktrina zabaltzeko. Nahikoa da!,Nazkatuta nago nahita asmatutako gezurrez edo mundu osoko %23k jarraitzen duen erlijio baten inguruko ulermen falta izugarriaz. Nahikoa da!
Italia: musulmanek Jesusen estatua eraitsi zuten. Italia: Zergatik onartzen ditugu haien meskitak? Zergatik onartzen dugu zabor hau? Zabor hori inportatzen jarraitu nahi dute?,"Beste norbaiten erlijioa errespetatzen ez duen pertsona batentzat, oso haserre zaude pertsona batek beste baten erlijioa errespetatzen ez duelako."
Musulmanek ezin diote inolako baliorik erantsi gure kulturari.,"Musulman batengatik izango ez balitz, ez lidakete ebakuntza egingo, ez geroago zainduko, ez nintzateke etxera itzuliko, hurrengo asteetan ez nuke ezer jango."
"Uste dut zentzu ona dela islamari buruz aurreiritziak izatea. Hau ez da arrazakeria, islama sekta bat delako.",Zure gorrotoaren semantikak ez du aldatzen oraindik ere hor dagoenik.
"Islama sekta da eta ez erlijioa. Haurrak bortxatu, jendea esklabotu eta erail egiten dituzte, gure balioak erasotzen dituzte eta ez du ezer onik ekartzen. Bateraezina da gure bizimoduarekin.","Musulmanak ez dira bortxatzaileak edo hiltzaileak, aitzitik, musulman asko gauza onak egiten ari dira Islama faltsuki egokitzen diren muturrekoen aurka borrokatzeko: https://5pillarsuk.com/2019/01/03/muslim-woman-praised-for -aiding-victim- urte-amaierako-terror-erasoa-manchester-en /."
Islamak homosexualak eta emakumeak zapaldu eta jazartzen ditu.,"Emakumeek eta homosexualek askoz ere diskriminazio handiagoa jasaten dute eskuineko pertsonaia ez-musulman populistengandik. (""Musulman homofobo"" estereotipoari buruzko artikulurako esteka)"
"Ez dugu elite politiko eta liberala sinetsi behar. Islama ez da ona, guztiz txarra da eta gerraren ideologia da eta beti horrela izan da. Musulman guztiak gure aurka borrokatzeko helburuarekin daude, eta hori engainuaren eta indarkeriaren bidez egiten dute.",Ez. Ez da egia. Nola esan dezakezu hau fede oso bati buruz?
Mendebaldean bizi den jendea ezin da musulmanekin bizi.,"Biblia, Korana eta Tora oso antzekoak dira beren irakaspenetan; Musulmanak bateraezinak badira, orduan zer erlijio bateragarri diren galdetu beharko diogu gure buruari?"
"Irudikatu ""Islamari irain egiten diotenei burua moztu"" bezalako kartelekin agertzen dira manifestariak ""Deuseztatu nahi gaituzte, islamofoboak izan behar gara"" dioen testuarekin.","Islamofobiak eta aurreiritziek pertsonak  epaitzen dituzte, egia izan edo ez, eta gero epaiketa hau pertsona guztientzat egia dela suposatzen da."
"Islamaren helburu bakarra kontrolatzea da, musulmanek Korana jarraitu behar dute, ezin dute beste ezer egin. Islamak ez dio sormenari eta askatasunari lekurik ematen.","Beno, kaligrafiaren tradizio aberatsa, artelan abstraktu eta geometrikoak, arkitektura, lorezaintza, musika, poesia, zeramika, batzuk aipatzearren."
"Haien herrialdeetan ez dugu elizarik eraikitzeko baimenik, zergatik utzi behar zaie gurean meskitak eraikitzen?","Sorpresa, egia esan baimena dugu! Jarraitu irakurtzen. Lahoreko Bihotz Sakratuaren Katedrala, Karatxiko Trinitate Santuaren Katedrala."
Musulman guztiak bateraezinak dira Mendebaldeko edozein gizarterekin.,"Taxia, trena, medikua, olinpiar domina, janari ona behar duzunean izan ezik, Monty Python-en esketxa dirudi."
Musulmanek ezin diote inolako baliorik erantsi gure kulturari.,"Non eta ez duzun hau kontuan hartzen: urtean 20.000 milioi libera baino gehiago gastatzea, ongintzako on-line emaile handienetakoa izatea, Londreseko enpresa txiki eta ertainen herena sortzea eta, hori, nazioarteko ekarpenaz hitz egin gabe."
"Gure gobernuak baimendu du zikintasun islamiko hau: matxete erasoak, emakumeen esplotazioa, talde bortxaketak, hilketak. Nola ausartzen dira?","Matxete erasoek, bortxaketek eta hilketek ez dute zerikusirik orokorrean islamarekin. Jende txarra gizarte guztietan aurkitzen da. Gure herrialdera etortzen den jendea hobeto kontrolatu beharko genuke, baina horrek ez du esan nahi denak debekatu behar direnik."
"Herrialde honetan ez litzateke meskitarik egon behar. Jendeak fede ez-indigena landu nahi badu, etxean egin beharko lukete, pribatuan!",Ba al dugu 'fede indigenarik'? Druidak agian?
"Irudikatu ""Islamari irain egiten diotenei burua moztu"" bezalako kartelekin agertzen dira manifestariak ""Nola izan gaitezke islamofoboak benetan hil nahi gaituztenean?"" dioen testuarekin.","Kristauen antzeko ehun irudi daude, horien artean Biblia justifikazio gisa erabiltzen zuten KKK-ko kideak beraien biktimen ondoan. Noski, gutako inork ez du sinesten kristau guztiak ordezkatzen dituztenik."
Musulmanek ez dute ezer aportatzeko gure gizartean.,Zibilizazio islamiarrak Europa ilunetik Ilustrazio garaira ekarri zuen eta berpizkundera eraman zuen. Erresuma Batuko ekonomiari 30.000 milioi euro baino gehiagoko ekarpena egiten diote orain; ekarpen nahiko handia edonoren estimazioaren arabera.
"Norbaitek musulman horiek lurreko zulo batera sartu behar ditu, guztiok berriro lehertzen hasi aurretik.","Kristau guztiak ""lurrean zulo batean sartu"" beharko al genituzke, beren fedearen izenean atentatuak egiten dituzten gutxiengoa zigortzeko? Edo gutxiengo baten ekintzekiko neurrigabeko erantzuna litzateke?"
Musulman gaitzesgarri horiek oraindik ez zuten irabazi. Orain zigor krudela egongo da!,Ez nintzen konturatu elkarren aurka geundela. [txertatu mediku musulmanen kopurua] Britainia Handia indartzen ari direla dirudi.
"Korana eta meskita guztiak erre behar ditugu, honek herrialde honetako arazo guztiak konponduko ditu.",Errepide amaieran meskita bat eraikita egoteak arazoak sortzen dizkizu? Benetan?
Islamarekin eta Isisekin nekatuta nago. Musulman guztiak beren aberrira bidali beharko lirateke. Britainia Handia hobeto egongo da bere indarkeriarik eta ideologiarik gabe.,"Ziur aski, gure ""ekintzak"" dira gaizkile bihurtzen gaituztenak, ez guk jarraitzen dugun fedea, aukeran, tradizioan edo kulturan."
"slama ezin da ondo moldatu zientziarekin, logikoa ez delako.",Musulmanak diren zientzialari guztiez gain?
Beste pertsona bat zigortzeko indarkeria erabiltzea? Arazo musulmana dirudi.,Intolerantzia eta diskriminazioa norbait desberdinaren aurka erabiltzea? Mendebaldeko arazoa dirudi.
Musulman gehienak langabezian daude eta lanari uko egiten diote.,"Esan eta sarean erreferentzia bat edo bi aurkitzen baditut, egia bihurtzen al da? Zer idazten badut: 'Islamofoboen gehiengo handia langabezian dago eta lan egiteari uko egiten dio?"
"Ez dugu onartu nahi Islama ez dela erlijioa, hilketa onartzen duen sekta besterik ez da.",Hori ez da egia. Nola esan dezakezu hau fede oso bati buruz? Gorrotoa besterik ez da hau.
Emakumeen genitalen mutilazioa guraso musulmanak dituzten neskei bakarrik gertatzen zaie!,Kristauek ere egiten dute emakumezkoen genital mutilazioa. Ez da soilik musulmanen arazoa.
Musulmanek ez dute lekurik Europa zibilizatuan.,Nola esan dezakezu hau 1.600 milioi pertsonako fedeari buruz?
Islamak homosexualak eta emakumeak zapaldu eta jazartzen ditu.,"Musulman asko ez dira homofoboak edo sexistak, baina edozein erlijiotan bezala, batzuk bai. Ez da erlijioa, zure jarrera kultural eta pertsonalak baizik."
"Irudikatu ""Islamari irain egiten diotenei burua moztu"" bezalako kartelekin agertzen dira manifestariak ""Deuseztatu nahi gaituzte, islamofoboak izan behar gara"" dioen testuarekin.","Egia bada ere, nola aurre egin gorrotoari gorrotoarekin?"
Inbasio musulmana Londresko izurrite berria da. Jatorrizko herrialdeetara aberriratu behar dira!,"Jendea gure herrialdean bizitzera eta lan egitera gonbidatzen badugu, adibidez, 70eko hamarkadako ehun-fabrikak eta lantegiak betetzera, lotsagarri samarra da hamarkada batzuk geroago buelta ematea eta bilobak inbasio edo izurrite gisa deskribatzea, ez duzu uste? "
Gure seme-alabei ideologia islamiarrak irakasten zaizkie. Izugarria da!,"Agian, Islamari buruz eskolan ikasi izan bazenu, ulertuko zenuke ez dela zuretzet  mehatxu bat eta toleranteago izango zinateke."
"Musulmanak kanporatu beharko genituzke, denek nahi dituzte herrialdetik kanpo.",Komunikabideetako estereotipo negatiboak eta muturreko adibideak ez dira musulman guztien adierazgarriak. Ez sinetsi irakurritako guztia.
"Igerilekuak bisitatu berri ditut nire txikiarekin, ""Musulmanak soilik"" zioen saioa zegoenez, ezin izan dut sartu. Nire buruari galdetzen diot zer gertatuko litzatekeen nik, ingeles zuriak, aparteko saio bat eskatuko banu. Men egite islamikoa besterik ez da!","Ordutegia egiaztatu ondoren, ""espezialista"" saioak bereizketa erlijiosoa baino gehiago ""generoa"" bereizten dute, ""Emakumeak soilik"", ""Gizonezkoak bakarrik"" eta astean ordu 1 ""Emakume musulmanak"" saioak dira, ez dirudi eskandalu bat denik."
Musulmanek zigor krudel eta korporalak ezartzen dizkiete pertsonei.,Koranak justizia irakasten du eta gaizkileek tratu zuzena izan behar dutela eta hobera egiteko aukera izan.
"Jarrai ezazu zure buruarekin hizketan, inork ez zaitu entzungo. Islama ez da mendebaldeko gizartearen kide. Mendebaldea esnatzen denean, irabazlea izango da eta islama iraganean geratuko da.","Islamak gure mendebaldeko gizarte multikulturalean lekua da. Zuretzat zoritxarrez, intolerantziak ez."
Musulman gehienak langabezian daude eta lanari uko egiten diote.,"Bai. Baina ez. Ordenagailuak dio emakume musulmanen %16 eta gizon musulmanen %11 langabezian daudela eta prestazioak eskatzen dituztela. Beste batzuek lan egiten ez badute, ez dute prestaziorik jasotzen, gogor lan egiten familiako kideek zaintzen dituzte. Nire seme-alabek egunen batean niretzat egingo duten bezala (entzuten ari zara, seme?)."
"Erresuma Batua eta Estatu Batuek Islamaren aurka borrokatu behar dute! Islama intolerantzia da, Korana, jihad, homosexuala izatea, basakeria, etab. Sekta nazkagarria da!","Hori ez da egia eta zure argudioak ez du ezertarako balio, gorrotoak ez baitio gorrotoari aurre egiten."
Musulmanak Erresuma Batuan bere kultura inposatzen ari dira eta gobernuak hau onartzen du Islamari men eginez.,"Ez, ez da? Aniztasuna indarra da."
"Lege britainiarrek musulmanen alde egiten dute gehiago. Delitu bat eginez gero musulmanak ez dira zigortuko, britainiarrak bai.","Legeak jendea babestu eta defendatzen du, baita gizarte bateko portaera arautu ere, halaxe egiten du ingeles legeak ere. Hitzek min egiten dute. Britainiar batek besteei min egiten badie, logikoa da zigorra jasotzea."
Islama: isiltasuna onarpen isila da. Hitz egin berandu baino lehen!,Kristautasuna eta islama bat datos maitasuna predikatzen eta epaia Jainkoaren / Alaren esku uzten. Zer predikatzen ari zara?
Musulmanek ezin diote inolako baliorik erantsi gure kulturari.,"Musulmanek asko lagundu dute Erresuma Batuan hezkuntza lorpen bikainengatik. Ingalaterrako eskola musulmanen erdiak baino gehiagok GCSE batez besteko 5 GCSE edo gehiagoko edo baliokide diren A * -C kalifikazioak gainditzen dituzte, ingeleseko eta matematikako GCSEak barne. Horri esker, musulmanek medikuntza eta zuzenbidearen arlo garrantzitsuetan lan egin dezakete, besteak beste, Erresuma Batuko herritarren bizitza aberasteko."
Islama gorrotoa da! Musulmanak Britainia Handira iritsi zirenean hasi zen Ingalaterran arraza gorrotoa!,"Mundu Gerran 400.000 musulman hil zirenez Britainia Handiarengatik, gorroto hori oso alde bakarrekoa dela iruditzen zait."
"Europa zibilizatua da, musulmanek ez lukete bertan egon behar.",Eman komunitate musulmanari buruzko albiste positiboak.
Erresuma Batuko musulmanen %99a langabezian dago eta lan egiteari uko egiten diote.,Hori gezur argia da. (erantsi langabeziaren estatistikak)
Dena hobea izango litzateke musulmanak existituko ez balira. Gure gizarteari egin dioten ekarpen bakarra indarkeria da.,Mundua leku hobea izango litzateke jendea toleranteago balitz elkarren artean.
"Musulman baten benetako leialtasuna Alarekiko da (kargu publikoetarako hauteskundeei buruz, etab.)","Beraz, Jainkoaren irakaspenetan duten fedeak eta sinesmenak zerbitzu publikoaren bide bertutetsu batera gidatzen ditu. Zertaz kexatzen zara zehazki?"
"Bitxia da Pazko arrautza ia guztiak ""txokolatezko arrautzak"" bezala etiketatuta egotea. Gurean musulman gehiegi daudelako eta enpresek gure kulturaren aurka egin behar dutelako gertatzen da hau.","Baina musulmanentzat Jesus eta Aste Santua oso garrantzitsuak dira, beraz, ez dute Aste Santuarekin arazorik izaten."
"Hau da Islamaren ideologia: meskita bat izatea, komunitatea sortzea, biktima estatusa aldarrikatzea, gobernuaren laguntza lortzea, legeak ustiatzea, sharia ezartzea, herrialdearen kontrola hartzea.","Musulmanekin elkarrizketa sakona izanez gero, ikusiko duzu zuk uste duzunetik desberdinak direla. Inoiz pentsatu al duzu beren herrialdean segurtasun osoz bizi ahalko balute, beste herrialde batzuetara joan eta bizimodu berria toki guztiz berrian hasteko gogoa izango luketela?"
"Uste dut zentzu ona dela islamari buruz aurreiritziak izatea. Hau ez da arrazakeria, islama sekta bat delako.","Esan nahi dut nahi baduzu erlijio gorrotoa deitu geniezaiokeela, kasualitatez, legeak deitzen diona."
"Erlijio gehienek heriotza eta etsipena eragiten dute, baina islama da guztietan okerrena eta krudelena, arazoak besterik ez ditu ekartzen.","Epaitu aurretik, ulertzen al duzu zer den islama eta bere historia?"
Islama gorrotoa da! Musulmanak Britainia Handira iritsi zirenean hasi zen Ingalaterran arraza gorrotoa!,"[Eszeptikoa den norbaiten gif-a] esan nahi dut, arraza gorrotoa ia guztiz gutxiengoei zuzentzen zaie, beraz, badirudi eskuin muturreko paranoiak arraza gorrotoa helburu berriena zela jakin zuenean hasi zela iradokitzen duzula."
Italia: musulmanek Jesusen estatua eraitsi zuten. Italia: Zergatik onartzen ditugu haien meskitak? Zergatik onartzen dugu zabor hau? Zabor hori inportatzen jarraitu nahi dute?,"Musulman askok etxerik gabekoak elikatzen dituzte, aterpea eskaintzen dute, ospitaleetan, eskoletan lan egiten dute eta herrialdea martxan mantentzen dute. Agian gehiago gonbidatu beharko genituzke?"
"Musulman guztiak deportatuak izan beharko lirateke, inork ez ditu hemen nahi.","Baina askoz ere mediku, sukaldari, politiko, gidari, zientzialari, filantropo gutxiago izango genituzke."
Musulmanek ezin diote inolako baliorik erantsi gure kulturari.,"Musulmanek beste edozein taldek baino gehiago ematen diote ongintzako karitateari, 30.000 milioi libera baino gehiagoko ekarpena egiten diote Erresuma Batuko ekonomiari eta gure NHSko langileen zati garrantzitsu bat osatzen dute. Ekarpen ona dela uste dut."
"Gure gobernuak baimendu du zikintasun islamiko hau: matxete erasoak, emakumeen esplotazioa, talde bortxaketak, hilketak. Nola ausartzen dira?","Gobernuak ez du deliturik onartu. Horren ordez, horren aurka ari dira lanean. Jarri harremanetan tokiko polizia bulegoarekin edo GKErekin aholkuak edo irtenbideak lortzeko."
"Gure herrialdean musulmanak onartzen ditugunean, pedofiloak, bortxatzaileak, halalak, ustelkeria, terrorismoa, poligamia, sharia onartzen ditugu.",Hori ez da egia. Nola esan dezakezu hau fede oso bati buruz?
"Musulmanak kanporatu beharko genituzke, denek nahi dituzte herrialdetik kanpo.",Musulman batekin hitz egin al duzu inoiz?
Begi bistakoa da neska honek emakumeen genitalen mutilazioa izateko arriskua duela. Bere gurasoak musulmanak dira!,"Arazoa da, iruditzen zait hau zure islamofobia adierazteko aitzakia gisa erabiltzen ari zarela. Emakumeen genitalen mutilazioa giza eskubideen urraketa oso larria da eta ez dirudi benetako arazoari aurre egitea interesatzen zaizunik."
Beste pertsona bat zigortzeko indarkeria erabiltzea? Arazo musulmana dirudi.,Badirudi muturreko ehuneko oso txikiak egiten duena erlijio osoari orokortzen ari zarela.
"Nahiz eta erlijio guztiek heriotza eragin, islama da okerrena. Islamak heriotza baino ez dakar.",Hori ez da egia. Zergatik uste duzu hau?
"Irudikatu ""Islamari irain egiten diotenei burua moztu"" bezalako kartelekin agertzen dira manifestariak ""Nola izan gaitezke islamofoboak benetan hil nahi gaituztenean?"" dioen testuarekin.",[Aurkitu musulmanek beren komunitateari laguntzen dioten adibide positibo eta eguneratua.] Benetan ez dirudi hori.
"Islama erlijioz mozorrotutako doktrina totalitarioa da, gure mundu kristau tolerantean zehar hedatu ahal izateko. Nahikoa da!",NAHIKOA den gauza bakarra gorroto diskurtso diskriminatzaile hau da.
Musulmanek ezin diote inolako baliorik erantsi gure kulturari.,XIX. mendetik musulmanak ehundura britainiarraren parte dira eta izugarri lagundu dute arlo guztietan.
Afganistan edo agian Pakistan? Apustu egingo nuke hau zure ustez ez dela hiri ingelesa. Saville herria (Ostiraleko otoitzetara bidean dauden pertsonen bideoarekin batera doan testua eta abar),Familia horiek Saville-re ehungintzako lantegietan eskulan merkea egitera etorri ziren eta gero bizimodua aurrera atera zuten? Izugarria! Nola liteke?
"Musulmanak eta islamistak biktimarena egiten duten faltsuak dira. Gainera, beste kulturak kritikatzen dituzte indarkeria erabiltzeagatik, nahiz eta haien erlijioak hori aitortzen duen.","Zenbat aldiz irakurri duzu haien liburu nagusia? Ezin diezu indarkeria beste kultura edo jarraibideei egotzi, mito bat da, albiste faltsu gehienak bezala, gezurrak edo testuingurutik ateratako eta bihurritutako zatiak dira."
Sexu-erasoitzaile musulmanen taldeak gobernuak eta poliziak babesten dituzte. Hau traizioa da!,"Lan ona, polizia oso eraginkorra dela musulmanak ez diren delitu sexualak harrapatu eta epaitzeko eta biktimak babesteko. Ai, itxaron."
Islama bere fededunen burua jaten ari da. Etengabe ugaltzen diren pertsonez osatutako sekta izugarria da.,"Beraz, heziketa handiko mediku, ikertzaile eta irakasle musulmanak burua jandako eroak direla diozu? Barkatu, baina oso gaizki ulertu duzu."
"Uste dut jendaurrean otoitz egiten dutela gu fedegabeok haserretzeko soilik, ez Islamaren oinarrizko printzipioa delako.","Ez dio axola jendaurreko otoitz pixka batek, nola geldiarazi dezaeku Salbazio Armadak igandean esna gaitzan ""Onward Christian Soldiers"" kantuarekin. Langile batek berandu arte lo egitea merezi du!"
Musulmanek beren herrialdean egon behar dute Sharia legea bete nahi badute.,Hemen musulman asko jaio direlako eta herrialde honetan bizitzeko eskubide osoa dutelako. Hurrengo galdera mesedez?
"YouGov-ek egin berri duen inkestaren arabera, mendebaldarrek islama beste erlijioak baino gutxiago bezala ikusten dute, mendebaldeko balioekin bateraezina dela iritzita.","Daish-en izugarrikeriak alde batera utzita, ez da harritzekoa, bai lineako eta bai lineaz kanpoko komunikabideetan ugaltzen diren Islamaren irudikapen sinplista eta ia guztiz negatiboak kontuan hartuta. Benetan norberak betetzen duen profezia da."
"Badirudi ezin dudala islama kritikatu gudak sustatzen dituen sekta izateagatik eta edozein bide erabiliz nazio ostalariak menperatzen dituztelako, bere eskriturek justifikatuta. Kritika al dezaket intoleranteak, alderdikoiak, sexistak eta matxistak direlako?","Esaten ari zarena ez da egia oro har kulturari buruz. Islamiar pertsona guztiak ez dira horrelakoak eta ez da egia horrelako gertaerak aldarrikatzea. Gainera, islamiarrak ez diren pertsona askori leporatu ahal zaie intolerantea, sexista eta abar izatea. Haiei lehenbailehen aurre egin behar al diegu eta gero gaizkile islamiarretara jo?"
Afganistan edo agian Pakistan? Apustu egingo nuke hau zure ustez ez dela hiri ingelesa. Saville herria (Ostiraleko otoitzetara bidean dauden pertsonen bideoarekin batera doan testua eta abar),"Bai, beraz, zer esan nahi duzu? Badirudi jendeak bizi eta nahi duena egin eta sinetsi dezakeen lekua dela, baita Mendebaldean ere."
"Izurri hauek desagerrarazi behar ditugu, haien irabaziak, doako etxebizitza eta gure osasun zerbitzu nazionalerako sarbidea kendu eta Erresuma Batutik guztiak bota behar ditugu, ulertuko duten hizkuntza bakarra da.",Historiak ez al dizu ezer irakatsi? Nola esan dezakezu hau jende multzo oso bati buruz?
"Bitxia da Pazko arrautza ia guztiak ""txokolatezko arrautzak"" bezala etiketatuta egotea. Gurean musulman gehiegi daudelako eta enpresek gure kulturaren aurka egin behar dutelako gertatzen da hau.",Benetan axola al du Pazko arrautzak nola etiketatzen diren? Ez dut uste gai hau oso garrantzitsua denik. Beste modu batean deitzeak ez du gure kultura aldatzen.
"Hau da Islamaren ideologia: meskita bat izatea, komunitatea sortzea, biktima estatusa aldarrikatzea, gobernuaren laguntza lortzea, legeak ustiatzea, sharia ezartzea, herrialdearen kontrola hartzea.","Ez al da funtsezkoa gurtza lekua izatea, komunitatea eraikitzea eta zure oinarrizko eskubideak mantentzea gizarte gehienak antolatzeko garaian?"
Beste pertsona bat zigortzeko indarkeria erabiltzea? Arazo musulmana dirudi.,Islam bakearen erlijioa da. Indarkeria justifikatzeko erabiltzen duen jendeak ez du islama ulertzen edo ez ditu bere printzipioak betetzen.
Musulmanek ezin diote inolako baliorik erantsi gure kulturari.,"Eta zer diozu musulman identifikatzen diren polizia, irakasle, erizain eta abar guztiez?"
Musulmanek ez dute ezer aportatzeko gure gizartean.,"Honek dezepzionatu egin zaitzake, baina gizabanako bakoitzak modu batera edo bestera laguntzen dio gizarteari, edozein dela ere arraza edo erlijioa."
"Islama erlijioz mozorrotutako doktrina totalitarioa da, gure mundu kristau tolerantean zehar hedatu ahal izateko. Nahikoa da!","Oh, gorrotoa hedatzen eta besteen aurkako diskriminazioa bultzatzen ari den mundu tolerantea?"
Mendebaldean bizi den jendea ezin da musulmanekin bizi.,Mendebaldeko gizarteetan bizi eta haiekin bat egiten duten guztiak izan ezik.
Musulmanek kristau estatua bat suntsitu zuten Italian. Italiak bere buruari galdetu beharko lioke zergatik haiek meskitak eraikitzeko baimena duten eta zergatik onartzen dituen pertsona mespretxagarri horiek.,"Musulman askok etxerik gabekoak elikatzen dituzte, aterpea eskaintzen dute, ospitaleetan, eskoletan lan egiten dute eta herrialdea martxan mantentzen dute. Agian gehiago gonbidatu beharko genituzke?"
Birminghamen badira 20:00etatik aurrera zuriei zerbitzatzen ez dieten denda musulmanak.,"Zuri zerbitzatzeari uko egin ziotenean, zer esan edo egiten ari zinen aurreko minutuetan? Zergatik sentitzen dut hemen istorio osoago bat dagoela?"
Musulmanek esklaboen salerosketa asmatu zuten.,"Esklabutza Islamaren aurrekoa da, esklabutza heredatu zuten eta baldintzak hobetu zituzten. Mundu guztiaren aurretik zeuden."
Musulmanek gure mundua kutsatzen dute.,Kristautasuna edo beste edozein erlijio bezalako bat besterik ez da. Gainditu ezazu.
"Musulmanak hil behar ditugu, bestela lehertaraziko gaituzte!",Holokaustoa mk 2? Benetan al zara pertsona hori?
Musulmanek egin al dute inoiz ekarpenik gure gizartera?,"[txertatu Lehen/Bigarren Mundu Gerrako soldadu musulmanen argazkia, adibidez, Mundu Gerra, Inperioko Soldadu Ahaztuak] borrokatu eta hil egin dira gure herriaren alde."
Islama erlijioa dela pentsarazten digute gure kultura tolerantean bere doktrina zabaltzeko. Nahikoa da!,"Ez, ez da eta munduko leku ""tolerante"" gehienek erlijio guztiak onartzen dituzte."
Musulmanek zigor krudel eta korporalak ezartzen dizkiete pertsonei.,"Ez nahastu politika eta fedea. Fedeak ez du benetan indarkeria bultzatzen, aitzitik, politikariek (alde eta nazio guztietakoak) fedea interpretatzeko modua beste kontu bat da."
Musulman guztiak bateraezinak dira Mendebaldeko edozein gizarterekin.,Mendebaldeko gizartea definitu? Nork aukeratzen du hau?
Musulmanek ez dute lekurik Europa zibilizatuan.,"Hemen daude gurutzatu 'zibilizatuak' hara joan zirelako lehenik eta gero gehiago etorri ziren, gerra ondoren gure zibilizazioa berreraikitzeko gonbidatu genituen."
"Oso bitxia da, Pazko arrautza gehienak ""txokolatezko arrautzak"" bezala etiketatuta daude,  uste dut hau gure herrialdeko musulmanengatik gertatzen ari dela eta enpresek gure kultura traizionatzen dute.","Egia esa, pazko arrautzak  bezala etiketatuta ez dauden txokolatezko arrautzak aurkitzeko arazoak edukitzen ari naiz."
Zer egin dute musulmanek guregatik?,"[txertatu Lehen/Bigarren Mundu Gerrako soldadu musulmanen argazkia, adibidez, Mundu Gerra, Inperioko Soldadu Ahaztuak] borrokatu eta hil egin dira gure herriaren alde."
"Korana eta meskita guztiak erre behar ditugu, honek herrialde honetako arazo guztiak konponduko ditu.",Ez luke konponduko iruzkin hauek eraksuten dituzten gorrotoa eta jazarpena.
Musulmanek ezin diote inolako baliorik erantsi gure kulturari.,NHS-eko medikuen %26-a osatzen duten asiar/britainiar-asiarrak ez daude ados.
Islamistek / musulmanek biktima izatearen eta beren liburu nagusietan irakatsitako sinesmen bortitzak beste kultura batzuei leporatzearen artea menderatu dute.,Nola iritsi zara ondorio honetara?
"Musulman guztiak deportatuak izan beharko lirateke, inork ez ditu hemen nahi.","Jende arrunt eta tolerantearen gehiengo zabala ez legoke ados. Erresuma Batuan musulmanak ongi etorriak dira, islamofobia ez."
"Irudikatu ""Islamari irain egiten diotenei burua moztu"" bezalako kartelekin agertzen dira manifestariak ""Deuseztatu nahi gaituzte, islamofoboak izan behar gara"" dioen testuarekin.","Google Irudi Bilaketa, ahal bada irudiari buruzko informazio objektiboa eskaintzeko. Hau da, noiz eta nondik datorren eta testuingurua eman, hau da, fakzio txiki bat izan zen, islamiar orokorrak gaitzetsi zuten eta duela 15 urte gertatu zen."
"Haien herrialdeetan ez dugu elizarik eraikitzeko baimenik, zergatik utzi behar zaie gurean meskitak eraikitzen?","Herrialde batek beste erlijio batzuk praktikatzea onartzen ez badu, arazo kulturala da. Musulmanen gehiengo zabalak jendearen erlijio askatasunerako eskubidea onartzen du."
"Musulmanak kanporatu beharko genituzke, denek nahi dituzte herrialdetik kanpo.","Baina, mesedez, mantendu al ditzakegu mediku eta erizainak? Oh, eta taxi gidariak eta tokiko nire jatetxea, eta nire semearen irakasle gogokoena eta asko gozatu nuen urrezko urrezko domina horiek guztiak lortzea azken Olinpiar Jokoetan."
Gure arazo guztiak konpontzeko nahikoa da meskita eta Korana erretzea.,"Liburuak erretzen dituzunean, jendea erretzen duzu. Historiak ez al dizu ezer irakatsi?"
Musulmanak edozein herrialde islamikora etxeratzea ezinbestekoa da. Kultura islamikoa ez da bateragarria gure balioekin.,Hori ez da egia. Nola esan dezakezu hau gizarteari hainbeste laguntzen dion fede oso bati buruz?
"Musulmanak eta islamistak biktimarena egiten duten faltsuak dira. Gainera, beste kulturak kritikatzen dituzte indarkeria erabiltzeagatik, nahiz eta haien erlijioak hori aitortzen duen.","""Muzulmanen"" inguruan hidatzi duzunaren arabera, badirudi ez duzula ortografiaren artea menperatzen."
Musulmanek zigor krudel eta korporalak ezartzen dizkiete pertsonei.,Erlijioek ez dute besteenganako indarkeria bultzatzen. Ez dut uste musulmanen arazoa denik.
Musulmanek kristau estatua bat suntsitu zuten Italian. Italiak bere buruari galdetu beharko lioke zergatik haiek meskitak eraikitzeko baimena duten eta zergatik onartzen dituen pertsona mespretxagarri horiek.,Gorrotoa garaitzeko modurik onena ez da gorroto gehiago izatea.
"Islama ez da erlijio baketsua eta ez du gizonik onena ekoizten. Emakumeak salatu eta krimena sustatzen du. Gaizkileak ez dira arraza edo erlijio jakin batekoak, baina arraza eta erlijio batek gaizkileak sortzen ditu.",Hori ez da egia. Nola esan dezakezu hau fede oso bati buruz?
Legea bat dago musulmanentzat eta beste lege bat guretzat.,Adibidez?
Musulmanek ezin diote inolako baliorik erantsi gure kulturari.,"Zer egin dute guretzat musulmanek? Beno, kafea, erlojuak, kamerak, higienea, unibertsitateak, tresna kirurgikoak, mapak, musika, aljebra."
Ez banatu inoiz ogia Quranimal batekin. GIB edota Ebola harrapatzeko arriskua duzu.,"2 mundu gerretan borrokatu zuten guretzat, mediku arreta eskaini dute, aurrerapen zientifikoak egin zituzten, ekonomiari modu masiboan lagundu zioten. Jarraitu behar al dut?"
