HS,CN
Los musulmanes aplican castigos corporales y crueles a las personas.,O un mitin de Trump.
¡Nos están reemplazando en nuestra casa! Deben permanecer en su casa para poner el burka y golpear a sus esposas.,"Hola, en realidad el número de musulmanes en Italia asciende a poco menos del 5% de la población total: ¿crees que es posible hablar de reemplazo?"
Los musulmanes son todos terroristas.,"El abuso de los medios de comunicación social afecta gravemente la capacidad de discernimiento. Si los síntomas persisten, consulte a un psicólogo. Lo más probable es que te hayas vuelto paranoico."
"Es una pena que ya no haya crucifijo en la escuela, una falta de respeto.","Los crucifijos todavía están presentes en las escuelas, así como en otros lugares públicos, así que no veo el problema."
Los musulmanes odian a cualquiera que no sea musulmán.,"Un buen musulmán no odia a nadie, debe ser generoso y respetuoso con todos y dejar que todos tengan la libertad de tomar sus decisiones. Debemos aprender acerca de los pilares de esta creencia fundamental de tomar atajos racistas."
Los musulmanes son todos terroristas salafistas islamistas fundamentalistas.,Los terroristas estarían muy contentos si este fuera el caso.
Nunca partas el pan con un Quranimal. Corre el riesgo de contraer el VIH y / o el Ébola.,¿No ves lo ofensivo que es esto? Simplemente reemplace lo que dijo con cualquier otro grupo de personas.
"Es extraño que la BBC no haya informado del asesinato de dos hombres en París, fueron asesinados por un musulmán que gritaba ""Alá Akbar"".","Amigo, los medios de comunicación están constantemente predispuestos contra los musulmanes e intentan hacerlos pasar por el enemigo. Lo que casi nunca vemos son muchas más historias positivas."
Para solucionar todos nuestros problemas basta con quemar mezquitas y el Corán.,"Y entonces Ghandi dijo: ""Ojo por ojo ciega al mundo entero""."
Las mujeres con velo no trabajan. Están encerradas en casa.,Frase racista que ve bfmtv una y otra vez.
El Islam es una enfermedad que debe erradicarse.,Empiece por la locura a la que ha llegado.
El Islam nos invadirá: es la islamización.,Educación de los niños.
"Necesitamos quemar el Corán y todas las mezquitas, esto resolverá todos los problemas de este país.","A mí me suena mucho a una provocación, ten cuidado."
El Islam es una enfermedad que debe erradicarse.,"El Islam es una religión reconocida, tu odio es la enfermedad. No intentes contaminarnos."
Los musulmanes son todos terroristas.,El Islam no es una religión de odio; el terrorismo tiene diferentes raíces.
Estamos viendo cada vez más un problema musulmán.,¿Por que hay un problema?
"Es curioso que casi todos los huevos de pascua estén etiquetados como ""huevos de chocolate"". Es porque hay demasiados musulmanes en nuestro país y las empresas tienen que ir en contra de nuestra cultura.",Nadie está engañando a nuestra cultura ya que todavía sabemos qué son los huevos de Pascua y para qué sirven. ¡Engañar sería simplemente prohibir los huevos!
La gran mayoría de musulmanes están desempleados y se niegan a trabajar.,"Esto no es verdad. Los musulmanes tienen una tasa de desempleo ligeramente más alta en comparación con los británicos blancos, pero las investigaciones han demostrado que gran parte de esto se debe a prácticas laborales discriminatorias en lugar de ""negarse a trabajar""."
El Islam es irracional e incompatible con la ciencia.,¿Aparte de todos los científicos que también son musulmanes?
Los islámicos quieren imponer el burka a nuestras mujeres como lo hacen con las suyas.,La imposición del burka se refiere a la franja más extrema de musulmanes.
"Si no puedo ir a sus países y construir una iglesia, ¿por qué deberían venir a nuestros países y construir mezquitas?","Lo siento, debo haberme perdido ese episodio de grandes diseños, ¿enlace?"
"¡Los musulmanes en unos años impondrán sus creencias, y quiero ver todos los corazones radicales-chic sangrantes que tendrán que usar el velo!","El Islam no impone el velo, está siempre ligado a la elección de la mujer, igual que convertirse en monja o sacerdote o permanecer virgen hasta el matrimonio."
El velo islámico es la demostración del Islam político.,"Entonces ¿cual es tu punto? El Islam es una religión política, el velo no la vuelve violenta ni odiosa."
Las mujeres con velo son sometidas y obligadas a llevar el pañuelo en la cabeza.,Deberíamos preguntar a las propias mujeres a las que casi nunca preguntamos.
"Si queremos resolver el problema del islam y la sharia, deberíamos deportarlos. Incluso si respeto a los musulmanes que son pacíficos, creo que los sacerdotes están tratando de iniciar una guerra. El Islam es una adoración.","Prohibir que las personas a las que respetas practiquen su fe debido a las acciones de unos pocos parece más que un poco injusto, ¿no?"
Todos los musulmanes son violentos.,El Islam condena la violencia.
"Deberíamos expulsar a los musulmanes, todo el mundo los quiere fuera del país.","Hay algunas personas que no quiero aquí, pero deportar a ciudadanos británicos parece un poco dictadura."
"Miles de nuestras niñas abusadas por bandas musulmanas de violación, comandadas por el Corán. ¿Por qué seguimos aceptando esto?","Hay escrituras bíblicas sobre la muerte por lapidación de vírgenes que no gritan cuando son violadas, no culpamos a la Biblia por los violadores cristianos. El Corán."
Los musulmanes son todos terroristas.,No tengo que enseñarle a nadie que no quiera conocer los valores universalmente conocidos del Islam.
"¡Estos estándares liberales! Los musulmanes son intolerantes con otras culturas, mujeres y homosexuales, pero nuestra sociedad los protege con esta política liberal.","No, amigo, realmente no lo hacen."
La gran mayoría de musulmanes están desempleados y se niegan a trabajar.,"Los musulmanes representan muchos trabajos importantes en el Reino Unido, como trabajadores de caridad, profesionales de la salud y maestros."
"Hay grupos de musulmanes, instruidos por el Corán, que violan a nuestras mujeres y permitimos que esto suceda. ¿Por qué?","Todas las principales religiones del mundo se han asociado en algún momento con abusos extremos de los derechos humanos contra hombres, mujeres y niños."
Las mujeres con velo son sometidas y obligadas a llevar el pañuelo en la cabeza.,Las mujeres no necesitan que expreses la opinión en su lugar.
El Islam nos invadirá: es la islamización.,"Llevas 60 años diciendo lo mismo, nada ha sido invadido."
Todos los musulmanes son incompatibles con cualquier sociedad occidental.,¿Qué quieres decir? Proporcionar noticias positivas sobre el islam.
Estamos viendo cada vez más un problema musulmán.,Haces bien en aclarar que USTED VE.
"Nuestro gobierno tiene un enfoque liberal que pretende no ver violencia contra menores, radicalización islámica, etc. ¡Esto se debe a que creen en los valores modernos y quieren invalidar los valores tradicionales!",¿La sexualización de los niños es un valor moderno? ¿Sabes realmente qué se entiende por valores?
¿Los musulmanes han contribuido alguna vez a nuestra sociedad?,Té.
Nos volarán por los aires.,¿No cree en el trabajo de nuestra inteligencia?
¡Los musulmanes son todos fanáticos y quieren gobernar en nuestra casa!,"Hay formas más civiles de criticar constructivamente, estas mentiras también perjudican a quienes las pronuncian."
"Un musulmán es leal solo a Allah (como un comentario en relación con la elección para un cargo público, etc.).",Todos estamos haciendo nuestro mejor esfuerzo por nuestro país bajo Dios.
Para solucionar todos nuestros problemas basta con quemar mezquitas y el Corán.,"A mí me suena mucho a una provocación, ten cuidado."
"Que se joda el Islam y que se joda el ISIS. Deberíamos repatriar a todos los musulmanes. Todos son un grupo de criminales violentos que no comparten nuestros valores y nunca lo harán. Sin ellos, Gran Bretaña será un lugar mejor y más seguro.","La verdad es que los musulmanes de todo el mundo denuncian a ISIS y su violencia. Además, muchos musulmanes son víctimas de ISIS. Según <The Guardian>, ""Isis publica regularmente una lista de líderes musulmanes mundiales en su revista en línea, lo que ciertamente ayuda a explicar por qué los musulmanes de Siria e Irak pueden querer migrar a países como Australia""."
"El Islam no es una religión pacífica y no produce lo mejor de los hombres. Denuncia a las mujeres y fomenta los delitos. Los criminales no son todos de una determinada raza o religión, pero una raza y religión produce criminales.",Esto no es verdad. ¿Cómo puedes decir esto sobre toda una fe?
¿Usar la violencia para castigar a otra persona? Suena como un problema musulmán.,La violencia solo está permitida en el Corán a través de medios de autodefensa.
"# visitmymosque. pero finge no ver que muchas niñas blancas son abusadas por bandas de violadores musulmanas en Roterham, Rochdale, Tyneside, Teeside, etc.",#visitmymosque .y pregunte si está dispuesto a tener una conversación abierta y tranquila. Las comunidades musulmanas ya están haciendo mucho para detener cualquier abuso en su nombre. Así como la Iglesia es para los abusadores que se llaman cristianos y usan la Iglesia. Pero de alguna manera tu tono sugiere que prefieres despotricar.
La gran mayoría de musulmanes están desempleados y se niegan a trabajar.,¿De dónde sacaste tus cifras? Porque dondequiera que mire es una historia completamente diferente.
¿Sabías que la epidemia de violaciones en Europa se debe a los inmigrantes musulmanes? Han estado violando a nuestros hijos durante muchos años sin que la policía y el gobierno se opongan. ¡El Islam es un culto a la muerte!,Todas las comunidades tienen personas malas. Los tweets engañosos como este solo ayudan a otros a salirse con la suya.
Los musulmanes roban nuestro trabajo.,"Su religión prohíbe robar, ¿cómo pueden robar tu trabajo?"
"El Islam pretende ser una religión, pero en realidad es solo un culto a la luna.",¿Y eso que significa?
Los musulmanes no aportan ningún valor a nuestra cultura.,Los musulmanes han formado parte del tejido británico desde el siglo XIX y han contribuido enormemente en todos los campos.
¡Muere islámico!,¿Podrías decirme de dónde viene este profundo odio contra los musulmanes?
Los musulmanes odian a cualquiera que no sea musulmán.,Todo lo contrario.
"Si queremos resolver el problema del islam y la sharia, deberíamos deportarlos. Incluso si respeto a los musulmanes que son pacíficos, creo que los sacerdotes están tratando de iniciar una guerra. El Islam es una adoración.","Cuando dices 'culto' parece que te refieres a un grupo religioso menor, pero el Islam es una de las religiones más importantes del mundo."
Musulmanes: volved a vuestro país.,Estoy en casa. ¡No voy a ninguna parte!
"¡El Islam solo enseña odio! Los musulmanes difundieron su odio en Inglaterra cuando llegaron por primera vez, ¡antes de que no hubiera odio racial!","[cita del Corán sobre la paz y el amor] jajaja no lo parece, tío."
"Miles de nuestras niñas abusadas por bandas musulmanas de violación, comandadas por el Corán. ¿Por qué seguimos aceptando esto?","De hecho, el Corán enseña castidad y condena el abuso sexual. Las pandillas musulmanas que hacen esto no acatan las enseñanzas musulmanas y son denunciadas por los verdaderos musulmanes."
La gran mayoría de musulmanes están desempleados y se niegan a trabajar.,La proporción de musulmanes desempleados no es mayor que la de no musulmanes (agregue un enlace a las estadísticas de empleo del Reino Unido).
"Los islámicos son criminales: violan, esclavizan y asesinan a la gente. El Islam es más una adoración que una religión y no tenemos nada que compartir con ellos.","Los musulmanes no son violadores ni asesinos, de hecho, muchos musulmanes están haciendo cosas buenas para luchar contra los extremistas que se apropian falsamente del Islam: https://5pillarsuk.com/2019/01/03/muslim-woman-praised-for-aiding-victims- de-ataque-terror-de-fin-de-año-en-manchester /."
"#visitmymosque. Pero no haga ninguna pregunta sobre las bandas de violadores musulmanas cuyo objetivo son colegialas blancas en Rotherham, Rochdale, Tyneside, Teeside, etc.","Me preocupa más el reciente reconocimiento del Papa de que las monjas están siendo abusadas en la Iglesia en este momento, al igual que el abuso infantil: le pidió al clero que se entregara; las pandillas blancas de acicalamiento que van sin obstáculos en Rochdale porque nadie las está buscando."
"¡Los musulmanes en unos años impondrán sus creencias, y quiero ver todos los corazones radicales-chic sangrantes que tendrán que usar el velo!","Llevar el velo es una elección de la mujer musulmana, su imposición o su prohibición por otro lado, son el resultado de la opresión."
El velo islámico es la demostración del Islam político.,"No hay coacción en el Islam, el uso del velo por parte de la mujer es una elección personal y de fe, no es requerido por la familia ni por el esposo."
Los musulmanes odian a los cristianos. Quieren matarnos a todos.,¿De dónde obtuvo esta información?
¿Sabías que la epidemia de violaciones en Europa se debe a los inmigrantes musulmanes? Han estado violando a nuestros hijos durante muchos años sin que la policía y el gobierno se opongan. ¡El Islam es un culto a la muerte!,"¿Tiene alguna prueba de que exista la epidemia de violaciones? ¿Eso se debe a los inmigrantes musulmanes? Creo que todos los días hay muchos accidentes tristes, y no todos se atribuyen a los musulmanes. Sus palabras son realmente fuertes y me gustaría verlas respaldadas con hechos concretos."
Estos islámicos nos devolverán a la Edad Media. Moriremos de hambre y moriremos de enfermedades que desaparecieron.,"Hola, ¿crees que la comparación con una cultura y religión diferente a la nuestra no es fuente de enriquecimiento?"
El velo islámico es la demostración del Islam político.,El Islam político es un pretexto para la opresión de los ciudadanos musulmanes.
"Los recibimos en nuestra casa, los apoyamos y nos matan: son bestias, no hombres.","Si tan solo intentáramos integrarlos realmente, en lugar de relegarlos a los márgenes de nuestra sociedad, tal vez los fenómenos de violencia se limitarían."
El velo islámico es la demostración del Islam político.,"Eso no es verdad. Como prueba, las mujeres de otras religiones pueden usar un velo, entre las mujeres cristianas o judías, por ejemplo."
El Islam es una religión incompatible con los valores,"La república es Islam con el mismo propósito, igualdad, libertad e igualdad."
El Islam es la religión del oscurantismo.,"No, el Islam es una religión con una historia como cualquier otra. Gracias."
"El antisemitismo no se puede erradicar: nuestro país está lleno de musulmanes antisemitas. ¡Todo nuestro trabajo es inútil, hay demasiados islámicos!",Todas las formas de odio son incorrectas y deben combatirse.
"Es una pena que ya no haya crucifijo en la escuela, una falta de respeto.","En la escuela se debe enseñar a respetar a todos, independientemente de su religión."
"Europa es civilizada, los musulmanes no deberían quedarse allí.","Entonces, ¿las personas que hacen declaraciones tan radicales basadas en el odio y la ignorancia pertenecen a nuestra civilización?"
Los islamistas / musulmanes han dominado el arte corrupto de jugar a la víctima y culpar a otras culturas por las creencias violentas enseñadas en sus libros principales.,"Dado que la gran mayoría de los musulmanes vive una vida normal y pacífica, no alimentada por la violencia, parece que el problema radica en las culturas y las actitudes individuales."
Las bandas musulmanas de violadores están protegidas por el govierno y la policía. ¡Es una traición!,La única razón por la que estas bandas existen en primer lugar es porque no tienen una institución como la BBC o la Iglesia que las proteja.
Las personas que viven en Occidente no pueden vivir con musulmanes.,¿Sabías que los musulmanes introdujeron las universidades en Europa? Así como el conocimiento sobre el que se basan las sociedades occidentales.
La gran mayoría de musulmanes están desempleados y se niegan a trabajar.,"Es una generalización arrolladora, ¿tiene algún hecho que lo respalde?"
Los musulmanes han destruido una estatua cristiana en Italia. Italia debería preguntarse por qué se les permite construir mezquitas y por qué está tolerando a esta gente despreciable.,"Los musulmanes también contribuyen mucho a nuestra sociedad haciendo muchos trabajos que nuestra propia gente no quiere hacer, o haciendo investigaciones de vanguardia."
A nuestros hijos se les enseñan las ideologías islámicas. ¡Es horrible!,"Tal vez si hubieras aprendido sobre el Islam en la escuela, entenderías que no es una amenaza para ti y serías más tolerante con él."
Musulmanes: volved a vuestro país.,"La historia demuestra que es el estado el que trajo muchos trabajadores extranjeros de todas las religiones, hay que aceptar su herencia."
"Detengan a los extranjeros en Italia, todos son musulmanes que amenazan nuestras tradiciones culturales, ¡debemos eliminarlos!","Existe un clima creciente de temor contra los extranjeros islámicos. En realidad, los extranjeros residentes en Italia que profesan la religión cristiana ortodoxa son la mayoría (casi dos millones), seguidos por los musulmanes (menos de un millón y medio)."
"Nuestros niños están siendo alimentados a la fuerza con estas tonterías del ""Islam"" en las escuelas. Esto es una vergüenza.",¿Aprender diferentes religiones para poder vivir en una sociedad inclusiva es una tontería? Estoy totalmente en desacuerdo.
Los musulmanes son todos terroristas.,Incitando al odio.
Los árabes son todos terroristas y quieren conquistarnos con la violencia y las bombas. Debemos responder con napalm.,Napalm. ¿Y ellos son los terroristas?
Los occidentales creen que el Islam es incompatible con su mundo. La consideran una religión peor que otras. Hay encuestas sobre esto.,"Dejando a un lado los horrores de Daish, no es sorprendente, dadas las representaciones simplistas y casi totalmente negativas del Islam que proliferan tanto en los medios online como offline. En realidad, es una profecía autocumplida."
Estos islámicos nos devolverán a la Edad Media. Moriremos de hambre y moriremos de enfermedades que desaparecieron.,¿Y en base a qué lo dices?
Todos los musulmanes son incompatibles con cualquier sociedad occidental.,¿Definir sociedad occidental? ¿Quién elige esto?
Los árabes quieren imponer su religión y gobernar en nuestro hogar. Deben ser enviados de regreso a su casa en botes.,"Buenas noches, mandarlos de vuelta a casa ¿debido a qué crimen? ¿Practicar libremente su religión?"
En Birmingham hay tiendas musulmanas que no atienden a los blancos después de las 8 pm.,¿Foto? ¿Evidencia? ¿Los denunciaste? O simplemente otro mito de Internet.
El Islam es solo una secta bestial de lunáticos con lavado de cerebro que se reproducen como ratas.,"Entonces, ¿dices que los médicos, investigadores y maestros musulmanes altamente educados son lunáticos con lavado de cerebro? Lo siento, pero lo entendiste tan mal."
Alguien tiene que meter a esos musulmanes en un agujero en el suelo antes de que empiecen a hacernos volar a todos de nuevo.,"El extremismo de extrema derecha ha sido nombrado por el gobierno como la mayor amenaza terrorista para el Reino Unido. Estas son las personas a las que no deberías estar atento, no a los musulmanes."
Los musulmanes son todos terroristas.,Nunca es correcto hacer generalizaciones.
Los musulmanes impiden que la gente coma durante el Ramadán.,El ayuno es una elección personal.
"¡Es absurdo ver cómo en 2018 hay una religión tan conservadora, y les dejamos desembarcar en masa en nuestro país! ¡Italia siempre seguirá siendo un país cristiano!","Hola, en realidad Italia no es un país cristiano, sino laico, lo que significa que cada institución y cada ciudadano es independiente de las autoridades religiosas y la libertad religiosa es un principio fundamental de nuestro sistema legal."
"Lo aceptes o no, a la gente le preocupan las bandas de violadores islámicos y la propagación del extremismo.",Las preocupaciones de las personas deben basarse en pruebas y no en odio.
Los musulmanes no aportan ningún valor a nuestra cultura.,"¿Qué han hecho los musulmanes por nosotros? Bueno, café, relojes, cámaras, higiene, universidades, instrumentos quirúrgicos, mapas, música, álgebra."
Los occidentales creen que el Islam es incompatible con su mundo. La consideran una religión peor que otras. Hay encuestas sobre esto.,"¿No es este el resultado de la combinación de las 'acciones' de algunas personas que profesan una fe en el Islam, con la religión misma? En términos cristianos, esto sería como juzgar el catolicismo sobre la base del comportamiento de un puñado de clérigos."
El Islam odia a los cristianos y judíos.,"El Islam establece el derecho humano a la equidad, a la justicia, aunque sea enemigo o no creyente según este versículo: «y si juzgas entre personas, juzga con justicia, aunque sea durante la guerra. Y que el odio que tienes hacia la gente no te empuja a ser injusto »."
"Si los hombres blancos británicos estuvieran violando a niñas musulmanas, ya estarían en la cárcel o asesinados. ¿Por qué dobles raseros y privilegios para los musulmanes?",Esto no es así. Es una falsa dicotomía. Todo crimen y odio está mal.
Estos islámicos nos devolverán a la Edad Media. Moriremos de hambre y moriremos de enfermedades que desaparecieron.,Quizás tenga muy poca confianza en la sociedad en la que vive. El contacto cercano con diferentes culturas no necesariamente se somete a condicionamientos.
La islamofobia es un derecho. Luchar contra el Islam es un deber.,"Puedes ser islamofóbico en tu interior, pero no puedes animar a otros a hacer eso."
Las personas que viven en Occidente no pueden vivir con musulmanes.,¿Por qué estás tan seguro de esto? Los musulmanes viven felices en otras sociedades occidentales sin ningún problema.
"Necesitamos quemar el Corán y todas las mezquitas, esto resolverá todos los problemas de este país.",¿Qué tal un enfoque constructivo para resolver problemas? ¡La violencia nunca es la respuesta! Tampoco es el chivo expiatorio de un grupo religioso la raíz de todos los males.
Se está produciendo una verdadera invasión islámica.,"No creo que sea correcto hablar de invasión. La mayoría de los inmigrantes que llegan a Italia se distribuyen en el resto de Europa, donde Italia ocupa el segundo lugar en número de inmigrantes por habitante."
Los musulmanes violan a nuestras mujeres y deben ser castrados.,"Lamentablemente, la violencia contra las mujeres es un hecho transversal que ocurre en todos los países, en todos los rincones, y las víctimas somos nosotras, nosotras las mujeres, así que no lo hagamos una cuestión de nación, etnia o religión. Un crimen es un crimen, quienquiera que lo cometa y la castración no parece realmente la solución al problema."
"Los musulmanes son culpables de la explotación sexual de niños. Sucios y inmundos musulmanes aterrorizan a nuestras chicas, hoy en Oxford, mañana en todas partes.","¿Te faltó poner ""algunos"" desde el principio del tweet?"
Las mujeres con velo no trabajan. Están encerradas en casa.,Tú eres quien los encierra y tanto los estigmatiza.
"Necesitamos erradicar estas plagas, detener sus beneficios, vivienda gratuita, acceso a nuestro servicio nacional de salud y eliminarlos TODOS del Reino Unido, es el único idioma que entenderán.",¿La historia no te enseñó nada? ¿Cómo puedes decir esto sobre todo un grupo de personas?
Los musulmanes no tienen nada que aportar a nuestra sociedad.,¡Intente llevar el NHS sin ellos y otros migrantes!
"¡Los musulmanes en unos años impondrán sus creencias, y quiero ver todos los corazones radicales-chic sangrantes que tendrán que usar el velo!",¿Conoce el número de musulmanes en Italia? No creo que sean tantos para poder 'imponernos' el Islam. Históricamente son los cristianos los que viajan por el mundo tratando de convertir a otros.
Comenzaron a construir mezquitas en todas partes y así compiten con nuestras iglesias.,No me parece que haya tantas mezquitas en nuestras ciudades. ¿Podría proporcionarme algunos datos sobre su número?
El velo islámico es la demostración del Islam político.,Cubrirse con un velo es parte de la religión musulmana.
Los musulmanes obligan a sus hijos a ayunar durante el Ramadán.,"Al contrario, a los jóvenes les gusta ayunar como a todos los demás."
El Islam nos invadirá: es la islamización.,"Es un mito que prevalece en los entornos de identidad, no se preocupe."
"El Islam no es una religión pacífica y no produce lo mejor de los hombres. Denuncia a las mujeres y fomenta los delitos. Los criminales no son todos de una determinada raza o religión, pero una raza y religión produce criminales.",Parece estar sugiriendo que el 22% de la población mundial es 'criminal' o 'mala' simplemente por seguir una fe que enseña que 'Dios no ama a los agresores'.
"El único propósito del Islam es controlar, los musulmanes deben seguir el Corán, no pueden hacer nada más. El Islam no da espacio a la creatividad y la libertad.","¿No juegan todas las religiones un papel significativo en la organización y dirección de la vida social, actuando como agentes de socialización y control social?"
Tu velo es un ataque contra mí.,No me mires y tengo derecho a elegir mi ropa. Estoy en un país libre.
"Las mujeres de nuestra cultura que deciden volverse islámicas son muy egoístas. Están muy felices y orgullosas de unirse a esta religión mientras viven en el oeste, pero me gustaría verlas en Pakistán, Arabia Saudita o Sudán.",¿Seguramente la tolerancia y la comprensión deberían existir en todo el mundo en todas las comunidades?
Estos islámicos nos devolverán a la Edad Media. Moriremos de hambre y moriremos de enfermedades que desaparecieron.,"La presencia de musulmanes no implica de ninguna manera un aumento de enfermedades y problemas alimentarios: hay muchos musulmanes en muchos países desarrollados, como Francia, Alemania y el Reino Unido."
Los musulmanes odian a cualquiera que no sea musulmán.,"No, al contrario, el Islam promueve el amor al prójimo, musulmán o no. Simplemente humano."
Los musulmanes son los que inventaron la trata de esclavos.,Pero los británicos lo convirtieron en una forma de arte para violar y saquear en todo el mundo.
Los árabes son todos terroristas y quieren conquistarnos con la violencia y las bombas. Debemos responder con napalm.,"Muchos de los recientes ataques terroristas islamistas no fueron cometidos por árabes. Por ejemplo, turcos, iraníes, paquistaníes, bangladesíes, etc. No son árabes."
¿Qué sentido tiene escuchar a las mujeres musulmanas? Todas son retrasadas.,"Quizás si escucharas, te darías cuenta de lo desinformado que suenas."
"Todos los musulmanes deberían ser deportados, nadie los quiere aquí.","Con ""nadie los quiere aquí"", ¿quiere decir que usted específicamente no los quiere aquí?"
"Nuestros niños están siendo alimentados a la fuerza con estas tonterías del ""Islam"" en las escuelas. Esto es una vergüenza.",¿A qué te refieres con que sea impuesto a la fuerza? No he visto nada como esto.
Los musulmanes obligan a sus hijos a ayunar durante el Ramadán.,"Esto está mal, lo hacen por sí mismos porque conocen el beneficio de ello."
"Los islámicos son criminales: violan, esclavizan y asesinan a la gente. El Islam es más una adoración que una religión y no tenemos nada que compartir con ellos.",El mito de que los musulmanes son peligrosos y violentos es producto de nuestros difamadores medios. No creas todo lo que lees.
"(respondiendo a un ataque terrorista :) todavía es budista, y quieren que creamos que el Islam es una religión de paz y tolerancia.",Estas personas no han entendido el mensaje del Islam.
Los musulmanes son todos terroristas.,¿De dónde obtuvo datos para confirmar esta afirmación?
"La mayoría de inmigrantes son musulmanes. Es inútil negar que esta invasión, ciertamente pacífica, traerá a nuestra sociedad la Sharia. ¡Me alegro, si la sharia representa cultura y enriquecimiento!","No puede considerarse una invasión porque los datos muestran que el porcentaje de inmigrantes musulmanes extranjeros en Italia en 1993 era del 32% y sigue siendo del 32% en la actualidad. El porcentaje no aumenta, por lo que no hubo un aumento significativo de musulmanes."
El Islam nos invadirá: es la islamización.,¿Qué significa islamización?
Estos islámicos nos devolverán a la Edad Media. Moriremos de hambre y moriremos de enfermedades que desaparecieron.,Las organizaciones de salud no han lanzado ninguna alarma sobre la reaparición de enfermedades erradicadas.
El Islam nos invadirá: es la islamización.,"Esto implica una red organizada con una organización política o incluso comercial, pero el Islam es una religión, nadie puede ser obligado a unirse a ella."
"El antisemitismo no se puede erradicar: nuestro país está lleno de musulmanes antisemitas. ¡Todo nuestro trabajo es inútil, hay demasiados islámicos!","Querido amigo, ¿no crees que el antimusulmán es otra versión del antisemita? Sugiero que detengamos el racismo y, con suerte, de una vez por todas."
"El Islam no tiene nada que ver con la cultura occidental y tan pronto como Occidente lo entienda, esta religión será derrotada.","El Islam pertenece a nuestra sociedad occidental multicultural. Desafortunadamente para ti, la intolerancia no lo hace."
"Todos los musulmanes deberían ser deportados, nadie los quiere aquí.","La gran mayoría de la gente común y tolerante no estaría de acuerdo. Los musulmanes son bienvenidos en el Reino Unido, la islamofobia no."
"Ser 'ignorante' y 'prejuicioso' hacia el Islam, ¿no es racismo? Es sentido común. No se puede ser racista con una ideología.","Prejuicio = juzgar antes de tiempo, es decir, no saber nada, ¿cómo puede ser eso de sentido común?"
Los musulmanes son todos terroristas.,"Un terrorista no puede ser musulmán, ya que sólo Alá decide el fin de toda vida y condena al infierno a cualquier ""asociado"" autoproclamado."
"Los musulmanes no quieren integrarse, quieren imponer la sharia. ¡Y luego piden respeto! ¡Son un problema!","Incluso si la gente sigue la ley Sharia, eso no significa que el país tenga que aceptarla oficialmente."
Los musulmanes son todos terroristas salafistas islamistas fundamentalistas.,"Te olvidaste del jihadista, los jugadores de tenis de mesa, el velocista, el salakista. ¡En buena leche Oveja!"
Musulmanes: volved a vuestro país.,"Tengo una casa y vivo en Francia, entonces no entiendo lo que quieres decir?"
¡Los musulmanes son todos fanáticos y quieren gobernar en nuestra casa!,"¿Quién eres tú para juzgar de una manera tan despiadada, Dios Todopoderoso?"
Deberían abrir las mezquitas en sus hogares.,¿Por qué no les da la posibilidad de tener su propio lugar de culto?
El Islam es fanatismo. Los musulmanes quieren matar a todos los que no creen en su dios.,"Me parece que estás juzgando a justos por pecadores. Los fanáticos y los matones están en todas partes, ¡pero eso no es suficiente para decir que todos lo están!"
Para solucionar todos nuestros problemas basta con quemar mezquitas y el Corán.,Eso me suena mucho a terrorismo.
"Es una pena que ya no haya crucifijo en la escuela, una falta de respeto.",Me parece que las vergüenzas de la escuela italiana son muy diferentes.
"Obviamente, es una enfermedad mental, la conciliación con el Islam y los musulmanes.","Si los valores de tolerancia, respeto y decencia humana son similares a las enfermedades mentales, estoy feliz de ser clasificado de esa manera."
"La novia de Isis quiere volver a nuestro país, ¡no debemos dejarla entrar! ¡No son británicos! Incluso si nacieron en este país no son como nosotros, ¡son diferentes! ¡No es británico!","Dado que la creencia en el imperio de la ley generalmente se cita como un 'valor británico', ¿seguramente es importante que esta persona sea devuelta al Reino Unido para ser juzgada por los delitos que haya cometido?"
Estamos viendo cada vez más un problema musulmán.,"No hay ningún problema musulmán en Francia, hay cada vez más un problema con la visibilidad de los musulmanes."
"Deberíamos expulsar a los musulmanes, todo el mundo los quiere fuera del país.",Tengo tantos amigos musulmanes increíbles. No quiero que los deporten. Cual es tu razonamiento?
Las mujeres con velo son sometidas y obligadas a llevar el pañuelo en la cabeza.,"No, lo llevan en su alma y en su conciencia."
"El Islam es una religión de guerra, todos debemos luchar.","El Islam vivió en paz durante siglos, es un hecho que tu odio no puede negar."
¡El Islam tiene que ver con el odio! ¡Cuando los musulmanes pisaron por primera vez Gran Bretaña fue cuando comenzó el odio racial en Inglaterra!,El Islam tiene que ver con el amor y la tolerancia [insertar cita].
"Es una pena que ya no haya crucifijo en la escuela, una falta de respeto.","Por lo que sé, el crucifijo está."
Los musulmanes violan a nuestras mujeres y deben ser castrados.,El crimen no depende de la nacionalidad y la religión.
"La ""islamofobia"" es una forma de quitarnos la libertad de expresión.",La libertad de expresión termina cuando hay un ataque a una religión y a una parte de la población.
"He estado en tiendas musulmanas en áreas de Birmingham y se han negado a servirme. Incluso he visto carteles que decían ""No se permiten blancos después de las 8 pm"".","Vi eso en el espejo, un poco de graffiti esparcido por una pared, apenas un letrero de una tienda. ¿No tienes nada mejor que noticias falsas?"
Los musulmanes odian a los cristianos. Quieren matarnos a todos.,Es ridículo que por culpa de unos pocos extremistas haya gente que diga estas cosas.
Casi todos los musulmanes deciden deliberadamente no trabajar.,Esto es demostrablemente falso. Los musulmanes representan alrededor del 12% de las personas desempleadas en el Reino Unido; la gran mayoría trabaja duro y contribuye a la economía del Reino Unido.
